"","haul_number","year","month","day","wdfw_region","location_accuracy","had_gps","Sampling_Type","Num_of_Replicates","Depth","Measurement_Unit","Temperature","Salinity","Tide","new_lat","new_lon","location","gear","type","species","count","notes","row_color"
"11781","6616",1966,4,28,"Central Sound",2,0,"Otter trawl",1,"19-23","Fathoms",-1,0,-1,47.6478763282,-122.501542258,"10W","otter","vert.","English sole",NA,NA,NA
"11782","6616",1966,4,28,"Central Sound",2,0,"Otter trawl",1,"19-23","Fathoms",-1,0,-1,47.6478763282,-122.501542258,"10W","otter","vert.","Pacific cod",7,NA,NA
"11783","6616",1966,4,28,"Central Sound",2,0,"Otter trawl",1,"19-23","Fathoms",-1,0,-1,47.6478763282,-122.501542258,"10W","otter","vert.","Pacific staghorn sculpin",1,NA,NA
"11784","6616",1966,4,28,"Central Sound",2,0,"Otter trawl",1,"19-23","Fathoms",-1,0,-1,47.6478763282,-122.501542258,"10W","otter","vert.","pile perch",26,NA,NA
"11785","6616",1966,4,28,"Central Sound",2,0,"Otter trawl",1,"19-23","Fathoms",-1,0,-1,47.6478763282,-122.501542258,"10W","otter","vert.","walleye pollock",4,NA,NA
"11786","6616",1966,4,28,"Central Sound",2,0,"Otter trawl",1,"19-23","Fathoms",-1,0,-1,47.6478763282,-122.501542258,"10W","otter","vert.","dogfish",4,NA,NA
"11787","6616",1966,4,28,"Central Sound",2,0,"Otter trawl",1,"19-23","Fathoms",-1,0,-1,47.6478763282,-122.501542258,"10W","otter","vert.","shiner perch",27,NA,NA
"11788","6616",1966,4,28,"Central Sound",2,0,"Otter trawl",1,"19-23","Fathoms",-1,0,-1,47.6478763282,-122.501542258,"10W","otter","vert.","roughback sculpin",14,NA,NA
"11789","6617A",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,-1,0,0,47.6984642426,-122.573643356,"10W","otter","vert.","C-O sole",7,NA,NA
"11790","6617A",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,-1,0,0,47.6984642426,-122.573643356,"10W","otter","vert.","sand sole",6,NA,NA
"11791","6617A",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,-1,0,0,47.6984642426,-122.573643356,"10W","otter","vert.","English sole",30,NA,NA
"11792","6617A",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,-1,0,0,47.6984642426,-122.573643356,"10W","otter","vert.","starry flounder",9,NA,NA
"11793","6617A",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,-1,0,0,47.6984642426,-122.573643356,"10W","otter","vert.","tube-snout",1,NA,NA
"11794","6617A",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,-1,0,0,47.6984642426,-122.573643356,"10W","otter","vert.","whitespotted greenling",2,NA,NA
"11795","6617A",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,-1,0,0,47.6984642426,-122.573643356,"10W","otter","vert.","shiner perch",7,NA,NA
"11796","6617A",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,-1,0,0,47.6984642426,-122.573643356,"10W","otter","vert.","rock sole",70,NA,NA
"11797","6617A",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,-1,0,0,47.6984642426,-122.573643356,"10W","otter","vert.","copper rockfish",9,NA,NA
"11798","6617A",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,-1,0,0,47.6984642426,-122.573643356,"10W","otter","invert.","Parastichopus californicus",40,NA,NA
"11799","6617A",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,-1,0,0,47.6984642426,-122.573643356,"10W","otter","invert.","Ptilosarcus gurneyi",15,"estimate",NA
"11800","6617A",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,-1,0,0,47.6984642426,-122.573643356,"10W","otter","vert.","ratfish",103,NA,NA
"11801","6617A",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,-1,0,0,47.6984642426,-122.573643356,"10W","otter","vert.","pile perch",11,NA,NA
"11802","6617A",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,-1,0,0,47.6984642426,-122.573643356,"10W","otter","vert.","cabezon",3,NA,NA
"11803","6617A",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,-1,0,0,47.6984642426,-122.573643356,"10W","otter","invert.","Pycnopodia helianthoides",2,"other inverts with no catch abundances",NA
"11804","6617B",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.6984642426,-122.573643356,"10W","otter","vert.","rock sole",55,NA,NA
"11805","6617B",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.6984642426,-122.573643356,"10W","otter","invert.","Pycnopodia helianthoides",3,NA,NA
"11806","6617B",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.6984642426,-122.573643356,"10W","otter","invert.","Pteraster tesselatus",1,NA,NA
"11807","6617B",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.6984642426,-122.573643356,"10W","otter","vert.","copper rockfish",9,NA,NA
"11808","6617B",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.6984642426,-122.573643356,"10W","otter","vert.","cabezon",2,NA,NA
"11809","6617B",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.6984642426,-122.573643356,"10W","otter","vert.","English sole",1,NA,NA
"11810","6617B",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.6984642426,-122.573643356,"10W","otter","invert.","Dermasterias imbricata",1,NA,NA
"11811","6617B",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.6984642426,-122.573643356,"10W","otter","invert.","Parastichopus californicus",32,NA,NA
"11812","6617B",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.6984642426,-122.573643356,"10W","otter","vert.","pile perch",15,NA,NA
"11813","6617B",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.6984642426,-122.573643356,"10W","otter","vert.","shiner perch",3,NA,NA
"11814","6617B",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.6984642426,-122.573643356,"10W","otter","invert.","Cancer productus",7,NA,NA
"11815","6617B",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.6984642426,-122.573643356,"10W","otter","vert.","dogfish",2,NA,NA
"11816","6617B",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.6984642426,-122.573643356,"10W","otter","invert.","Pisaster brevispinus",3,NA,NA
"11817","6617B",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.6984642426,-122.573643356,"10W","otter","vert.","Pacific cod",11,NA,NA
"11818","6617B",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.6984642426,-122.573643356,"10W","otter","vert.","ratfish",103,NA,NA
"11819","6617B",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.6984642426,-122.573643356,"10W","otter","vert.","unid. rockfish",2,NA,NA
"11820","6617B",1966,5,2,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.6984642426,-122.573643356,"10W","otter","vert.","Pacific hake",1,NA,"blue"
"11821","6618",1966,5,6,"Central Sound",2,0,"Otter trawl",1,"10 (OT)","Fathoms",0,0,0,47.5387001326,-122.456300005,"10W","otter","vert.","Pacific cod",7,NA,NA
"11822","6618",1966,5,6,"Central Sound",2,0,"Otter trawl",1,"10 (OT)","Fathoms",0,0,0,47.5387001326,-122.456300005,"10W","otter","invert.","Parastichopus californicus",1,NA,NA
"11823","6618",1966,5,6,"Central Sound",2,0,"Otter trawl",1,"10 (OT)","Fathoms",0,0,0,47.5387001326,-122.456300005,"10W","otter","vert.","rock sole",14,NA,NA
"11824","6618",1966,5,6,"Central Sound",2,0,"Otter trawl",1,"10 (OT)","Fathoms",0,0,0,47.5387001326,-122.456300005,"10W","otter","invert.","Pecten caurinus",1,NA,NA
"11825","6618",1966,5,6,"Central Sound",2,0,"Otter trawl",1,"10 (OT)","Fathoms",0,0,0,47.5387001326,-122.456300005,"10W","otter","invert.","unid. sea star",1,NA,NA
"11826","6618",1966,5,6,"Central Sound",2,0,"Otter trawl",1,"10 (OT)","Fathoms",0,0,0,47.5387001326,-122.456300005,"10W","otter","vert.","sailfin sculpin",1,NA,NA
"11827","6618",1966,5,6,"Central Sound",2,0,"Otter trawl",1,"10 (OT)","Fathoms",0,0,0,47.5387001326,-122.456300005,"10W","otter","vert.","walleye pollock",2,NA,NA
"11828","6618",1966,5,6,"Central Sound",2,0,"Otter trawl",1,"10 (OT)","Fathoms",0,0,0,47.5387001326,-122.456300005,"10W","otter","vert.","pile perch",2,NA,NA
"11829","6618",1966,5,6,"Central Sound",2,0,"Otter trawl",1,"10 (OT)","Fathoms",0,0,0,47.5387001326,-122.456300005,"10W","otter","vert.","Pacific tomcod",72,NA,NA
"11830","6618",1966,5,6,"Central Sound",2,0,"Otter trawl",1,"10 (OT)","Fathoms",0,0,0,47.5387001326,-122.456300005,"10W","otter","vert.","unid. rockfish",3,NA,NA
"11831","6618",1966,5,6,"Central Sound",2,0,"Otter trawl",1,"10 (OT)","Fathoms",0,0,0,47.5387001326,-122.456300005,"10W","otter","vert.","roughback sculpin",1,NA,NA
"11832","6618",1966,5,6,"Central Sound",2,0,"Otter trawl",1,"10 (OT)","Fathoms",0,0,0,47.5387001326,-122.456300005,"10W","otter","vert.","shiner perch",279,NA,NA
"11833","6619A",1966,5,13,"Central Sound",2,0,"Beach seine",1,"none recorded",NA,-1,0,-1,47.6081655501,-122.378223038,NA,NA,NA,NA,NA,NA,NA
"11834","6619B",1966,5,13,"Central Sound",2,0,"Beach seine",1,"none recorded",NA,-1,0,-1,47.6081655501,-122.378223038,NA,NA,NA,NA,NA,NA,NA
"11835","6619C",1966,5,13,"Central Sound",2,0,"Beach seine",1,"none recorded",NA,-1,0,-1,47.6081655501,-122.378223038,NA,NA,NA,NA,NA,NA,NA
"11836","6619D",1966,5,13,"Central Sound",2,0,"Beach seine",1,"none recorded",NA,-1,0,-1,47.6081655501,-122.378223038,NA,NA,NA,NA,NA,NA,NA
"11837","6619E",1966,5,13,"Central Sound",2,0,"Beach seine",1,"none recorded",NA,-1,0,-1,47.6081655501,-122.378223038,NA,NA,NA,NA,NA,NA,NA
"11838","6619F",1966,5,13,"Central Sound",2,0,"Beach seine",1,"none recorded",NA,-1,0,-1,47.6081655501,-122.378223038,NA,NA,NA,NA,NA,NA,NA
"11839","6619G",1966,5,13,"Central Sound",2,0,"Beach seine",1,"none recorded",NA,-1,0,-1,47.6081655501,-122.378223038,NA,NA,NA,NA,NA,NA,NA
"11840","6619H",1966,5,13,"Central Sound",2,0,"Beach seine",1,"none recorded",NA,-1,0,-1,47.6081655501,-122.378223038,NA,NA,NA,NA,NA,NA,NA
"11841","6619I",1966,5,13,"Central Sound",2,0,"Beach seine",1,"none recorded",NA,-1,0,-1,47.6081655501,-122.378223038,NA,NA,NA,NA,NA,NA,NA
"11842","6619J",1966,5,13,"Central Sound",2,0,"Beach seine",1,"none recorded",NA,-1,0,-1,47.6081655501,-122.378223038,NA,NA,NA,NA,NA,NA,NA
"11843","6619K",1966,5,13,"Central Sound",2,0,"Beach seine",1,"none recorded",NA,-1,0,-1,47.6081655501,-122.378223038,NA,NA,NA,NA,NA,NA,NA
"11844","6619L",1966,5,13,"Central Sound",2,0,"Beach seine",1,"none recorded",NA,-1,0,-1,47.6081655501,-122.378223038,NA,NA,NA,NA,NA,NA,NA
"11845","6619M",1966,5,13,"Central Sound",2,0,"Beach seine",1,"none recorded",NA,-1,0,-1,47.6081655501,-122.378223038,NA,NA,NA,NA,NA,NA,NA
"11846","6619N",1966,5,13,"Central Sound",2,0,"Beach seine",1,"none recorded",NA,-1,0,-1,47.6081655501,-122.378223038,NA,NA,NA,NA,NA,NA,NA
"11847","6619O",1966,5,13,"Central Sound",2,0,"Beach seine",1,"none recorded",NA,-1,0,-1,47.6081655501,-122.378223038,NA,NA,NA,NA,NA,NA,NA
"11848","6619P",1966,5,13,"Central Sound",2,0,"Beach seine",1,"none recorded",NA,-1,0,-1,47.6081655501,-122.378223038,NA,NA,NA,NA,NA,NA,NA
"11849","6619Q",1966,5,13,"Central Sound",2,0,"Beach seine",1,"none recorded",NA,-1,0,-1,47.6081655501,-122.378223038,NA,NA,NA,NA,NA,NA,NA
"11850","6619R",1966,5,13,"Central Sound",2,0,"Beach seine",1,"none recorded",NA,-1,0,-1,47.6081655501,-122.378223038,NA,NA,NA,NA,NA,NA,NA
"11851","6619S",1966,5,13,"Central Sound",2,0,"Beach seine",1,"none recorded",NA,-1,0,-1,47.6081655501,-122.378223038,NA,NA,NA,NA,NA,NA,NA
"11852","6619T",1966,5,13,"Central Sound",2,0,"Beach seine",1,"none recorded",NA,-1,0,-1,47.6081655501,-122.378223038,NA,NA,NA,NA,NA,NA,NA
"11853","6619U",1966,5,13,"Central Sound",2,0,"Beach seine",1,"none recorded",NA,-1,0,-1,47.6081655501,-122.378223038,NA,NA,NA,NA,NA,NA,NA
"11854","6619V",1966,5,13,"Central Sound",2,0,"Beach seine",1,"none recorded",NA,-1,0,-1,47.6081655501,-122.378223038,NA,NA,NA,NA,NA,NA,NA
"11855","6619W",1966,5,13,"Central Sound",2,0,"Beach seine",1,"none recorded",NA,-1,0,-1,47.6081655501,-122.378223038,NA,NA,NA,NA,NA,NA,NA
"11856","6619X",1966,5,13,"Central Sound",2,0,"Beach seine",1,"none recorded",NA,-1,0,-1,47.6081655501,-122.378223038,NA,NA,NA,NA,NA,NA,NA
"11857","6620",1966,5,17,"Whidbey Island",1,0,"Mid water trawl",1,"none recorded",NA,0,0,0,48.0382668622,-122.304164971,NA,NA,NA,NA,NA,NA,NA
"11858","6620B",1966,5,19,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,0,0,0,47.6652000078,-122.4553,"10E","otter","invert.","Luidia foliolata",12,"estimate",NA
"11859","6620B",1966,5,19,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,0,0,0,47.6652000078,-122.4553,"10E","otter","vert.","Dover sole",172,NA,NA
"11860","6620B",1966,5,19,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,0,0,0,47.6652000078,-122.4553,"10E","otter","invert.","Brisaster latifrons",24,"estimate",NA
"11861","6620B",1966,5,19,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,0,0,0,47.6652000078,-122.4553,"10E","otter","vert.","dogfish",1153,NA,NA
"11862","6620B",1966,5,19,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,0,0,0,47.6652000078,-122.4553,"10E","otter","vert.","Pacific cod",1,NA,NA
"11863","6620B",1966,5,19,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,0,0,0,47.6652000078,-122.4553,"10E","otter","vert.","arrowtooth flounder",1,NA,NA
"11864","6620B",1966,5,19,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,0,0,0,47.6652000078,-122.4553,"10E","otter","vert.","ratfish",48,NA,NA
"11865","6620B",1966,5,19,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,0,0,0,47.6652000078,-122.4553,"10E","otter","vert.","red brotula",1,NA,NA
"11866","6620B",1966,5,19,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,0,0,0,47.6652000078,-122.4553,"10E","otter","vert.","sablefish",1,NA,NA
"11867","6620B",1966,5,19,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,0,0,0,47.6652000078,-122.4553,"10E","otter","vert.","English sole",41,NA,NA
"11868","6620B",1966,5,19,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,0,0,0,47.6652000078,-122.4553,"10E","otter","vert.","slender sole",9,NA,NA
"11869","6620B",1966,5,19,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,0,0,0,47.6652000078,-122.4553,"10E","otter","vert.","walleye pollock",17,NA,NA
"11870","6620B",1966,5,19,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,0,0,0,47.6652000078,-122.4553,"10E","otter","vert.","brown cat shark",1,NA,NA
"11871","6620B",1966,5,19,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,0,0,0,47.6652000078,-122.4553,"10E","otter","vert.","Pacific hake",1,NA,"blue"
"11872","6620D",1966,5,17,"Whidbey Island",2,0,"Mid water trawl",1,"6","Fathoms",0,0,0,47.9867897982,-122.269460342,"8.2","midwater trawl","vert.","sand sole larvae",3,NA,NA
"11873","6620D",1966,5,17,"Whidbey Island",2,0,"Mid water trawl",1,"6","Fathoms",0,0,0,47.9867897982,-122.269460342,"8.2","midwater trawl","invert.","unid. shrimp larvae",3,NA,NA
"11874","6620D",1966,5,17,"Whidbey Island",2,0,"Mid water trawl",1,"6","Fathoms",0,0,0,47.9867897982,-122.269460342,"8.2","midwater trawl","invert.","crab zooea",NA,"50ml",NA
"11875","6620D",1966,5,17,"Whidbey Island",2,0,"Mid water trawl",1,"6","Fathoms",0,0,0,47.9867897982,-122.269460342,"8.2","midwater trawl","invert.","gammarid amphipods",3,NA,NA
"11876","6620D",1966,5,17,"Whidbey Island",2,0,"Mid water trawl",1,"6","Fathoms",0,0,0,47.9867897982,-122.269460342,"8.2","midwater trawl","invert.","calanoid copepods",12,NA,NA
"11877","6620D",1966,5,17,"Whidbey Island",2,0,"Mid water trawl",1,"6","Fathoms",0,0,0,47.9867897982,-122.269460342,"8.2","midwater trawl","vert.","flatfish larvae",1,NA,NA
"11878","6620D",1966,5,17,"Whidbey Island",2,0,"Mid water trawl",1,"6","Fathoms",0,0,0,47.9867897982,-122.269460342,"8.2","midwater trawl","vert.","sandlance larvae",3,NA,"blue"
"11879","6620E",1966,5,18,"Whidbey Island",2,0,"Otter trawl",1,"80 (OT)","Meters",-1,0,0,48.1091940241,-122.48125661,"8.1","otter","vert.","slender sole",92,NA,NA
"11880","6620E",1966,5,18,"Whidbey Island",2,0,"Otter trawl",1,"80 (OT)","Meters",-1,0,0,48.1091940241,-122.48125661,"8.1","otter","vert.","blackfin poacher",2,NA,NA
"11881","6620E",1966,5,18,"Whidbey Island",2,0,"Otter trawl",1,"80 (OT)","Meters",-1,0,0,48.1091940241,-122.48125661,"8.1","otter","vert.","Pacific hake",126,NA,"blue"
"11882","6620E",1966,5,18,"Whidbey Island",2,0,"Otter trawl",1,"80 (OT)","Meters",-1,0,0,48.1091940241,-122.48125661,"8.1","otter","invert.",NA,NA,"no invert catch abundances",NA
"11883","6620E",1966,5,18,"Whidbey Island",2,0,"Otter trawl",1,"80 (OT)","Meters",-1,0,0,48.1091940241,-122.48125661,"8.1","otter","vert.","longnose skate",1,NA,NA
"11884","6620E",1966,5,18,"Whidbey Island",2,0,"Otter trawl",1,"80 (OT)","Meters",-1,0,0,48.1091940241,-122.48125661,"8.1","otter","vert.","brown cat shark",1,NA,NA
"11885","6620E",1966,5,18,"Whidbey Island",2,0,"Otter trawl",1,"80 (OT)","Meters",-1,0,0,48.1091940241,-122.48125661,"8.1","otter","vert.","walleye pollock",6,"6lbs.",NA
"11886","6620E",1966,5,18,"Whidbey Island",2,0,"Otter trawl",1,"80 (OT)","Meters",-1,0,0,48.1091940241,-122.48125661,"8.1","otter","vert.","ratfish",31,NA,NA
"11887","6620E",1966,5,18,"Whidbey Island",2,0,"Otter trawl",1,"80 (OT)","Meters",-1,0,0,48.1091940241,-122.48125661,"8.1","otter","vert.","copper rockfish",8,NA,NA
"11888","6620E",1966,5,18,"Whidbey Island",2,0,"Otter trawl",1,"80 (OT)","Meters",-1,0,0,48.1091940241,-122.48125661,"8.1","otter","vert.","dogfish",2,NA,NA
"11889","6620F",1966,5,18,"Whidbey Island",2,0,"Mid water trawl",1,"5 (MWT)","Fathoms",-1,0,0,48.2657727713,-122.52652732,NA,NA,NA,NA,NA,NA,NA
"11890","6620G",1966,5,18,"San Juan Island",2,0,"Otter trawl",1,"13 (OT)","Fathoms",-1,0,0,48.6876102384,-122.697900647,"7","otter","vert.","Pacific herring",2,NA,NA
"11891","6620G",1966,5,18,"San Juan Island",2,0,"Otter trawl",1,"13 (OT)","Fathoms",-1,0,0,48.6876102384,-122.697900647,"7","otter","vert.","roughback sculpin",1,NA,NA
"11892","6620G",1966,5,18,"San Juan Island",2,0,"Otter trawl",1,"13 (OT)","Fathoms",-1,0,0,48.6876102384,-122.697900647,"7","otter","vert.","longfin smelt",72,NA,NA
"11893","6620G",1966,5,18,"San Juan Island",2,0,"Otter trawl",1,"13 (OT)","Fathoms",-1,0,0,48.6876102384,-122.697900647,"7","otter","vert.","dogfish",13,NA,NA
"11894","6620G",1966,5,18,"San Juan Island",2,0,"Otter trawl",1,"13 (OT)","Fathoms",-1,0,0,48.6876102384,-122.697900647,"7","otter","vert.","plainfin midshipman",1,NA,NA
"11895","6620G",1966,5,18,"San Juan Island",2,0,"Otter trawl",1,"13 (OT)","Fathoms",-1,0,0,48.6876102384,-122.697900647,"7","otter","vert.","hybrid sole",1,NA,NA
"11896","6620G",1966,5,18,"San Juan Island",2,0,"Otter trawl",1,"13 (OT)","Fathoms",-1,0,0,48.6876102384,-122.697900647,"7","otter","vert.","butter sole",2,NA,NA
"11897","6620G",1966,5,18,"San Juan Island",2,0,"Otter trawl",1,"13 (OT)","Fathoms",-1,0,0,48.6876102384,-122.697900647,"7","otter","vert.","buffalo sculpin",1,NA,NA
"11898","6620G",1966,5,18,"San Juan Island",2,0,"Otter trawl",1,"13 (OT)","Fathoms",-1,0,0,48.6876102384,-122.697900647,"7","otter","vert.","starry flounder",14,NA,NA
"11899","6620G",1966,5,18,"San Juan Island",2,0,"Otter trawl",1,"13 (OT)","Fathoms",-1,0,0,48.6876102384,-122.697900647,"7","otter","vert.","whitespotted greenling",6,NA,NA
"11900","6620G",1966,5,18,"San Juan Island",2,0,"Otter trawl",1,"13 (OT)","Fathoms",-1,0,0,48.6876102384,-122.697900647,"7","otter","vert.","flathead sole",36,NA,NA
"11901","6620G",1966,5,18,"San Juan Island",2,0,"Otter trawl",1,"13 (OT)","Fathoms",-1,0,0,48.6876102384,-122.697900647,"7","otter","vert.","walleye pollock",2,"1/8 lbs.",NA
"11902","6620G",1966,5,18,"San Juan Island",2,0,"Otter trawl",1,"13 (OT)","Fathoms",-1,0,0,48.6876102384,-122.697900647,"7","otter","vert.","Pacific sanddab",1,NA,NA
"11903","6620G",1966,5,18,"San Juan Island",2,0,"Otter trawl",1,"13 (OT)","Fathoms",-1,0,0,48.6876102384,-122.697900647,"7","otter","vert.","sand sole",65,NA,NA
"11904","6620G",1966,5,18,"San Juan Island",2,0,"Otter trawl",1,"13 (OT)","Fathoms",-1,0,0,48.6876102384,-122.697900647,"7","otter","vert.","shiner perch",8,NA,NA
"11905","6620G",1966,5,18,"San Juan Island",2,0,"Otter trawl",1,"13 (OT)","Fathoms",-1,0,0,48.6876102384,-122.697900647,"7","otter","vert.","English sole",196,NA,NA
"11906","6620G",1966,5,18,"San Juan Island",2,0,"Otter trawl",1,"13 (OT)","Fathoms",-1,0,0,48.6876102384,-122.697900647,"7","otter","vert.","Dover sole",3,NA,NA
"11907","6620G",1966,5,18,"San Juan Island",2,0,"Otter trawl",1,"13 (OT)","Fathoms",-1,0,0,48.6876102384,-122.697900647,"7","otter","vert.","Pacific tomcod",23,NA,NA
"11908","6620G",1966,5,18,"San Juan Island",2,0,"Otter trawl",1,"13 (OT)","Fathoms",-1,0,0,48.6876102384,-122.697900647,"7","otter","vert.","rock sole",2,NA,NA
"11909","6620H",1966,5,19,"San Juan Island",2,0,"Otter trawl",1,"15","Fathoms",0,0,-1,48.668939251,-122.896604203,"7","otter","vert.","Pacific tomcod",251,NA,NA
"11910","6620H",1966,5,19,"San Juan Island",2,0,"Otter trawl",1,"15","Fathoms",0,0,-1,48.668939251,-122.896604203,"7","otter","vert.","arrowtooth flounder",1,NA,NA
"11911","6620H",1966,5,19,"San Juan Island",2,0,"Otter trawl",1,"15","Fathoms",0,0,-1,48.668939251,-122.896604203,"7","otter","vert.","dogfish",54,NA,NA
"11912","6620H",1966,5,19,"San Juan Island",2,0,"Otter trawl",1,"15","Fathoms",0,0,-1,48.668939251,-122.896604203,"7","otter","vert.","sablefish",1,NA,NA
"11913","6620H",1966,5,19,"San Juan Island",2,0,"Otter trawl",1,"15","Fathoms",0,0,-1,48.668939251,-122.896604203,"7","otter","vert.","shiner perch",8,NA,NA
"11914","6620H",1966,5,19,"San Juan Island",2,0,"Otter trawl",1,"15","Fathoms",0,0,-1,48.668939251,-122.896604203,"7","otter","vert.","longfin smelt",8,NA,NA
"11915","6620H",1966,5,19,"San Juan Island",2,0,"Otter trawl",1,"15","Fathoms",0,0,-1,48.668939251,-122.896604203,"7","otter","vert.","rock sole",29,NA,NA
"11916","6620H",1966,5,19,"San Juan Island",2,0,"Otter trawl",1,"15","Fathoms",0,0,-1,48.668939251,-122.896604203,"7","otter","vert.","butter sole",25,NA,NA
"11917","6620H",1966,5,19,"San Juan Island",2,0,"Otter trawl",1,"15","Fathoms",0,0,-1,48.668939251,-122.896604203,"7","otter","vert.","Pacific cod",1,NA,NA
"11918","6620H",1966,5,19,"San Juan Island",2,0,"Otter trawl",1,"15","Fathoms",0,0,-1,48.668939251,-122.896604203,"7","otter","vert.","C-O sole",1,NA,NA
"11919","6620H",1966,5,19,"San Juan Island",2,0,"Otter trawl",1,"15","Fathoms",0,0,-1,48.668939251,-122.896604203,"7","otter","vert.","Pacific herring",74,NA,NA
"11920","6620H",1966,5,19,"San Juan Island",2,0,"Otter trawl",1,"15","Fathoms",0,0,-1,48.668939251,-122.896604203,"7","otter","vert.","English sole",89,NA,NA
"11921","6620H",1966,5,19,"San Juan Island",2,0,"Otter trawl",1,"15","Fathoms",0,0,-1,48.668939251,-122.896604203,"7","otter","vert.","sand sole",75,NA,NA
"11922","6620H",1966,5,19,"San Juan Island",2,0,"Otter trawl",1,"15","Fathoms",0,0,-1,48.668939251,-122.896604203,"7","otter","vert.","roughback sculpin",7,NA,NA
"11923","6620H",1966,5,19,"San Juan Island",2,0,"Otter trawl",1,"15","Fathoms",0,0,-1,48.668939251,-122.896604203,"7","otter","vert.","plainfin midshipman",61,NA,NA
"11924","6620H",1966,5,19,"San Juan Island",2,0,"Otter trawl",1,"15","Fathoms",0,0,-1,48.668939251,-122.896604203,"7","otter","vert.","Pacific sandfish",1,NA,NA
"11925","6620H",1966,5,19,"San Juan Island",2,0,"Otter trawl",1,"15","Fathoms",0,0,-1,48.668939251,-122.896604203,"7","otter","vert.","slender sole",1,NA,NA
"11926","6620H",1966,5,19,"San Juan Island",2,0,"Otter trawl",1,"15","Fathoms",0,0,-1,48.668939251,-122.896604203,"7","otter","vert.","longnose skate",1,NA,NA
"11927","6620H",1966,5,19,"San Juan Island",2,0,"Otter trawl",1,"15","Fathoms",0,0,-1,48.668939251,-122.896604203,"7","otter","vert.","starry flounder",54,NA,NA
"11928","6620H",1966,5,19,"San Juan Island",2,0,"Otter trawl",1,"15","Fathoms",0,0,-1,48.668939251,-122.896604203,"7","otter","vert.","daubed shanny",2,NA,NA
"11929","6620H",1966,5,19,"San Juan Island",2,0,"Otter trawl",1,"15","Fathoms",0,0,-1,48.668939251,-122.896604203,"7","otter","vert.","flathead sole",37,NA,NA
